Periode,Antal,Recidivhændelser,Uddannelse,Køn,Alder
2,139,0,1,0,4
2,220,0,1,0,5
2,110,0,1,0,6
2,93,0,1,0,7
2,296,0,2,1,0
2,234,0,2,1,1
2,107,0,2,1,2
2,91,0,2,1,3
2,128,0,2,1,4
2,201,0,2,1,5
2,103,0,2,1,6
2,35,0,2,1,7
2,30,0,2,0,0
2,56,0,2,0,1
2,21,0,2,0,2
2,27,0,2,0,3
2,30,0,2,0,4
2,49,0,2,0,5
2,14,0,2,0,6
2,2,0,2,0,7
2,826,0,0,1,0
2,1163,0,0,1,1
2,760,0,0,1,2
2,748,0,0,1,3
2,832,0,0,1,4
2,1566,0,0,1,5
2,731,0,0,1,6
2,351,0,0,1,7
2,63,0,0,0,0
2,111,0,0,0,1
2,104,0,0,0,2
2,139,0,0,0,3
2,153,0,0,0,4
2,279,0,0,0,5
2,114,0,0,0,6
2,57,0,0,0,7
2,3,0,4,1,0
2,132,0,4,1,1
2,168,0,4,1,2
2,216,0,4,1,3
2,298,0,4,1,4
2,710,0,4,1,5
2,445,0,4,1,6
2,235,0,4,1,7
2,0,0,4,0,0
2,32,0,4,0,1
2,41,0,4,0,2
2,88,0,4,0,3
2,131,0,4,0,4
2,296,0,4,0,5
2,124,0,4,0,6
2,50,0,4,0,7
2,40,0,3,1,0
2,128,0,3,1,1
2,181,0,3,1,2
2,129,0,3,1,3
2,127,0,3,1,4
2,197,0,3,1,5
2,112,0,3,1,6
2,28,0,3,1,7
2,7,0,3,0,0
2,13,0,3,0,1
2,17,0,3,0,2
2,17,0,3,0,3
2,12,0,3,0,4
2,21,0,3,0,5
2,17,0,3,0,6
2,5,0,3,0,7
2,683,2,1,1,0
2,663,2,1,1,1
2,447,2,1,1,2
2,386,2,1,1,3
2,306,2,1,1,4
2,515,2,1,1,5
2,238,2,1,1,6
2,80,2,1,1,7
2,68,2,1,0,0
2,87,2,1,0,1
2,65,2,1,0,2
2,50,2,1,0,3
2,50,2,1,0,4
2,83,2,1,0,5
2,40,2,1,0,6
2,20,2,1,0,7
2,110,2,2,1,0
2,101,2,2,1,1
2,35,2,2,1,2
2,34,2,2,1,3
2,31,2,2,1,4
2,65,2,2,1,5
2,27,2,2,1,6
2,3,2,2,1,7
2,6,2,2,0,0
2,9,2,2,0,1
2,4,2,2,0,2
2,4,2,2,0,3
2,8,2,2,0,4
2,8,2,2,0,5
2,6,2,2,0,6
2,1,2,2,0,7
2,383,2,0,1,0
2,489,2,0,1,1
2,291,2,0,1,2
2,262,2,0,1,3
2,264,2,0,1,4
2,472,2,0,1,5
2,212,2,0,1,6
2,98,2,0,1,7
2,15,2,0,0,0
2,26,2,0,0,1
2,24,2,0,0,2
2,18,2,0,0,3
2,39,2,0,0,4
2,72,2,0,0,5
2,21,2,0,0,6
2,16,2,0,0,7
2,1,2,4,1,0
2,28,2,4,1,1
2,44,2,4,1,2
2,56,2,4,1,3
2,70,2,4,1,4
2,165,2,4,1,5
2,89,2,4,1,6
2,41,2,4,1,7
2,1,2,4,0,0
2,4,2,4,0,1
2,10,2,4,0,2
2,15,2,4,0,3
2,17,2,4,0,4
2,46,2,4,0,5
2,30,2,4,0,6
2,8,2,4,0,7
2,19,2,3,1,0
2,64,2,3,1,1
2,71,2,3,1,2
2,59,2,3,1,3
2,63,2,3,1,4
2,98,2,3,1,5
2,47,2,3,1,6
2,4,2,3,1,7
2,0,2,3,0,0
2,3,2,3,0,1
2,8,2,3,0,2
2,8,2,3,0,3
2,5,2,3,0,4
2,9,2,3,0,5
2,5,2,3,0,6
2,1,2,3,0,7
2,488,3,1,1,0
2,378,3,1,1,1
2,318,3,1,1,2
2,235,3,1,1,3
2,175,3,1,1,4
2,269,3,1,1,5
2,89,3,1,1,6
2,32,3,1,1,7
2,31,3,1,0,0
2,34,3,1,0,1
2,24,3,1,0,2
2,30,3,1,0,3
2,23,3,1,0,4
2,38,3,1,0,5
2,13,3,1,0,6
2,3,3,1,0,7
2,53,3,2,1,0
2,54,3,2,1,1
2,14,3,2,1,2
2,21,3,2,1,3
2,14,3,2,1,4
2,22,3,2,1,5
2,11,3,2,1,6
2,2,3,2,1,7
2,0,3,2,0,0
2,4,3,2,0,1
2,4,3,2,0,2
2,3,3,2,0,3
2,5,3,2,0,4
2,1,3,2,0,5
2,2,3,2,0,6
2,0,3,2,0,7
2,220,3,0,1,0
2,256,3,0,1,1
2,137,3,0,1,2
2,146,3,0,1,3
2,129,3,0,1,4
2,176,3,0,1,5
2,85,3,0,1,6
2,34,3,0,1,7
2,6,3,0,0,0
2,10,3,0,0,1
2,8,3,0,0,2
2,10,3,0,0,3
2,11,3,0,0,4
2,18,3,0,0,5
2,7,3,0,0,6
2,2,3,0,0,7
2,1,3,4,1,0
2,18,3,4,1,1
2,20,3,4,1,2
2,18,3,4,1,3
2,8,3,4,1,4
2,46,3,4,1,5
2,30,3,4,1,6
2,9,3,4,1,7
2,1,3,4,0,0
2,0,3,4,0,1
2,2,3,4,0,2
2,2,3,4,0,3
2,4,3,4,0,4
2,7,3,4,0,5
2,10,3,4,0,6
2,0,3,4,0,7
2,10,3,3,1,0
2,45,3,3,1,1
2,56,3,3,1,2
2,31,3,3,1,3
2,28,3,3,1,4
2,43,3,3,1,5
2,17,3,3,1,6
2,4,3,3,1,7
2,0,3,3,0,0
2,3,3,3,0,1
2,2,3,3,0,2
2,2,3,3,0,3
2,0,3,3,0,4
2,5,3,3,0,5
2,2,3,3,0,6
2,0,3,3,0,7
2,1019,4,1,1,0
2,1120,4,1,1,1
2,644,4,1,1,2
2,461,4,1,1,3
2,333,4,1,1,4
2,436,4,1,1,5
2,105,4,1,1,6
2,24,4,1,1,7
2,56,4,1,0,0
2,62,4,1,0,1
2,32,4,1,0,2
2,32,4,1,0,3
2,51,4,1,0,4
2,54,4,1,0,5
2,10,4,1,0,6
2,3,4,1,0,7
2,69,4,2,1,0
2,45,4,2,1,1
2,23,4,2,1,2
2,24,4,2,1,3
2,8,4,2,1,4
2,24,4,2,1,5
2,7,4,2,1,6
2,6,4,2,1,7
2,2,4,2,0,0
2,5,4,2,0,1
2,4,4,2,0,2
2,1,4,2,0,3
2,5,4,2,0,4
2,3,4,2,0,5
2,5,4,2,0,6
2,0,4,2,0,7
2,376,4,0,1,0
2,433,4,0,1,1
2,224,4,0,1,2
2,190,4,0,1,3
2,149,4,0,1,4
2,234,4,0,1,5
2,66,4,0,1,6
2,21,4,0,1,7
2,14,4,0,0,0
2,12,4,0,0,1
2,11,4,0,0,2
2,16,4,0,0,3
2,9,4,0,0,4
2,14,4,0,0,5
2,7,4,0,0,6
2,5,4,0,0,7
2,1,4,4,1,0
2,21,4,4,1,1
2,20,4,4,1,2
2,11,4,4,1,3
2,21,4,4,1,4
2,52,4,4,1,5
2,21,4,4,1,6
2,13,4,4,1,7
2,0,4,4,0,0
2,0,4,4,0,1
2,2,4,4,0,2
2,3,4,4,0,3
2,5,4,4,0,4
2,11,4,4,0,5
2,8,4,4,0,6
2,3,4,4,0,7
2,43,4,3,1,0
2,113,4,3,1,1
2,113,4,3,1,2
2,65,4,3,1,3
2,67,4,3,1,4
2,77,4,3,1,5
2,24,4,3,1,6
2,1,4,3,1,7
2,1,4,3,0,0
2,6,4,3,0,1
2,4,4,3,0,2
2,1,4,3,0,3
2,2,4,3,0,4
2,6,4,3,0,5
2,4,4,3,0,6
2,0,4,3,0,7
2,510,1,1,1,0
2,634,1,1,1,1
2,334,1,1,1,2
2,270,1,1,1,3
2,135,1,1,1,4
2,141,1,1,1,5
2,17,1,1,1,6
2,1,1,1,1,7
2,25,1,1,0,0
2,23,1,1,0,1
2,13,1,1,0,2
2,12,1,1,0,3
2,19,1,1,0,4
2,18,1,1,0,5
2,4,1,1,0,6
2,1,1,1,0,7
2,23,1,2,1,0
2,18,1,2,1,1
2,7,1,2,1,2
2,3,1,2,1,3
2,4,1,2,1,4
2,5,1,2,1,5
2,0,1,2,1,6
2,0,1,2,1,7
2,0,1,2,0,0
2,1,1,2,0,1
2,0,1,2,0,2
2,0,1,2,0,3
2,0,1,2,0,4
2,1,1,2,0,5
2,0,1,2,0,6
2,0,1,2,0,7
2,142,1,0,1,0
2,144,1,0,1,1
2,71,1,0,1,2
2,61,1,0,1,3
2,53,1,0,1,4
2,64,1,0,1,5
2,13,1,0,1,6
2,2,1,0,1,7
2,2,1,0,0,0
2,2,1,0,0,1
2,1,1,0,0,2
2,3,1,0,0,3
2,3,1,0,0,4
2,2,1,0,0,5
2,1,1,0,0,6
2,0,1,0,0,7
2,0,1,4,1,0
2,1,1,4,1,1
2,7,1,4,1,2
2,1,1,4,1,3
2,4,1,4,1,4
2,13,1,4,1,5
2,5,1,4,1,6
2,1,1,4,1,7
2,0,1,4,0,0
2,0,1,4,0,1
2,0,1,4,0,2
2,2,1,4,0,3
2,1,1,4,0,4
2,1,1,4,0,5
2,0,1,4,0,6
2,0,1,4,0,7
2,25,1,3,1,0
2,84,1,3,1,1
2,63,1,3,1,2
2,28,1,3,1,3
2,31,1,3,1,4
2,31,1,3,1,5
2,5,1,3,1,6
2,0,1,3,1,7
2,0,1,3,0,0
2,1,1,3,0,1
2,0,1,3,0,2
2,1,1,3,0,3
2,0,1,3,0,4
2,0,1,3,0,5
2,0,1,3,0,6
2,0,1,3,0,7
3,3147,5,1,1,0
3,2761,5,1,1,1
3,2051,5,1,1,2
3,1932,5,1,1,3
3,2194,5,1,1,4
3,4619,5,1,1,5
3,3172,5,1,1,6
3,2715,5,1,1,7
3,1109,5,1,0,0
3,896,5,1,0,1
3,578,5,1,0,2
3,568,5,1,0,3
3,648,5,1,0,4
3,1358,5,1,0,5
3,1052,5,1,0,6
3,1031,5,1,0,7
3,1623,5,2,1,0
3,1344,5,2,1,1
3,400,5,2,1,2
3,365,5,2,1,3
3,468,5,2,1,4
3,938,5,2,1,5
3,527,5,2,1,6
3,238,5,2,1,7
3,558,5,2,0,0
3,476,5,2,0,1
3,126,5,2,0,2
3,147,5,2,0,3
3,226,5,2,0,4
3,494,5,2,0,5
3,183,5,2,0,6
3,65,5,2,0,7
3,2013,5,0,1,0
3,3776,5,0,1,1
3,3070,5,0,1,2
3,3094,5,0,1,3
3,3571,5,0,1,4
3,7710,5,0,1,5
3,5017,5,0,1,6
3,3718,5,0,1,7
3,382,5,0,0,0
3,778,5,0,0,1
3,768,5,0,0,2
3,983,5,0,0,3
3,1269,5,0,0,4
3,2806,5,0,0,5
3,1349,5,0,0,6
3,952,5,0,0,7
3,17,5,4,1,0
3,947,5,4,1,1
3,1203,5,4,1,2
3,1465,5,4,1,3
3,1943,5,4,1,4
3,4236,5,4,1,5
3,2791,5,4,1,6
3,2216,5,4,1,7
3,13,5,4,0,0
3,453,5,4,0,1
3,688,5,4,0,2
3,1067,5,4,0,3
3,1338,5,4,0,4
3,2730,5,4,0,5
3,1704,5,4,0,6
3,964,5,4,0,7
3,76,5,3,1,0
3,435,5,3,1,1
3,674,5,3,1,2
3,613,5,3,1,3
3,456,5,3,1,4
3,902,5,3,1,5
3,497,5,3,1,6
3,291,5,3,1,7
3,16,5,3,0,0
3,115,5,3,0,1
3,137,5,3,0,2
3,121,5,3,0,3
3,111,5,3,0,4
3,171,5,3,0,5
3,114,5,3,0,6
3,79,5,3,0,7
3,1323,0,1,1,0
3,1249,0,1,1,1
3,869,0,1,1,2
3,759,0,1,1,3
3,768,0,1,1,4
3,1363,0,1,1,5
3,690,0,1,1,6
3,344,0,1,1,7
3,177,0,1,0,0
3,177,0,1,0,1
3,142,0,1,0,2
3,114,0,1,0,3
3,128,0,1,0,4
3,247,0,1,0,5
3,151,0,1,0,6
3,80,0,1,0,7
3,386,0,2,1,0
3,341,0,2,1,1
3,116,0,2,1,2
3,93,0,2,1,3
3,123,0,2,1,4
3,237,0,2,1,5
3,93,0,2,1,6
3,37,0,2,1,7
3,40,0,2,0,0
3,40,0,2,0,1
3,26,0,2,0,2
3,23,0,2,0,3
3,25,0,2,0,4
3,59,0,2,0,5
3,17,0,2,0,6
3,9,0,2,0,7
3,916,0,0,1,0
3,1343,0,0,1,1
3,848,0,0,1,2
3,792,0,0,1,3
3,805,0,0,1,4
3,1664,0,0,1,5
3,826,0,0,1,6
3,422,0,0,1,7
3,48,0,0,0,0
3,124,0,0,0,1
3,107,0,0,0,2
3,126,0,0,0,3
3,134,0,0,0,4
3,324,0,0,0,5
3,141,0,0,0,6
3,72,0,0,0,7
3,2,0,4,1,0
3,170,0,4,1,1
3,204,0,4,1,2
3,254,0,4,1,3
3,315,0,4,1,4
3,724,0,4,1,5
3,450,0,4,1,6
3,249,0,4,1,7
3,0,0,4,0,0
3,40,0,4,0,1
3,59,0,4,0,2
3,86,0,4,0,3
3,126,0,4,0,4
3,281,0,4,0,5
3,155,0,4,0,6
3,71,0,4,0,7
3,18,0,3,1,0
3,133,0,3,1,1
3,173,0,3,1,2
3,150,0,3,1,3
3,137,0,3,1,4
3,224,0,3,1,5
3,125,0,3,1,6
3,30,0,3,1,7
3,3,0,3,0,0
3,17,0,3,0,1
3,12,0,3,0,2
3,21,0,3,0,3
3,21,0,3,0,4
3,31,0,3,0,5
3,14,0,3,0,6
3,11,0,3,0,7
3,716,2,1,1,0
3,719,2,1,1,1
3,529,2,1,1,2
3,405,2,1,1,3
3,343,2,1,1,4
3,498,2,1,1,5
3,224,2,1,1,6
3,109,2,1,1,7
3,67,2,1,0,0
3,71,2,1,0,1
3,45,2,1,0,2
3,49,2,1,0,3
3,42,2,1,0,4
3,73,2,1,0,5
3,45,2,1,0,6
3,24,2,1,0,7
3,154,2,2,1,0
3,105,2,2,1,1
3,25,2,2,1,2
3,40,2,2,1,3
3,36,2,2,1,4
3,52,2,2,1,5
3,32,2,2,1,6
3,8,2,2,1,7
3,10,2,2,0,0
3,9,2,2,0,1
3,11,2,2,0,2
3,3,2,2,0,3
3,5,2,2,0,4
3,14,2,2,0,5
3,6,2,2,0,6
3,0,2,2,0,7
3,392,2,0,1,0
3,683,2,0,1,1
3,324,2,0,1,2
3,287,2,0,1,3
3,307,2,0,1,4
3,538,2,0,1,5
3,232,2,0,1,6
3,130,2,0,1,7
3,15,2,0,0,0
3,30,2,0,0,1
3,28,2,0,0,2
3,24,2,0,0,3
3,30,2,0,0,4
3,65,2,0,0,5
3,23,2,0,0,6
3,16,2,0,0,7
3,1,2,4,1,0
3,53,2,4,1,1
3,45,2,4,1,2
3,46,2,4,1,3
3,63,2,4,1,4
3,141,2,4,1,5
3,91,2,4,1,6
3,43,2,4,1,7
3,0,2,4,0,0
3,5,2,4,0,1
3,12,2,4,0,2
3,18,2,4,0,3
3,12,2,4,0,4
3,45,2,4,0,5
3,23,2,4,0,6
3,12,2,4,0,7
3,17,2,3,1,0
3,70,2,3,1,1
3,81,2,3,1,2
3,74,2,3,1,3
3,52,2,3,1,4
3,93,2,3,1,5
3,49,2,3,1,6
3,7,2,3,1,7
3,1,2,3,0,0
3,3,2,3,0,1
3,14,2,3,0,2
3,7,2,3,0,3
3,5,2,3,0,4
3,7,2,3,0,5
3,8,2,3,0,6
3,0,2,3,0,7
3,480,3,1,1,0
3,514,3,1,1,1
3,335,3,1,1,2
3,240,3,1,1,3
3,199,3,1,1,4
3,284,3,1,1,5
3,102,3,1,1,6
3,30,3,1,1,7
3,36,3,1,0,0
3,42,3,1,0,1
3,37,3,1,0,2
3,19,3,1,0,3
3,30,3,1,0,4
3,30,3,1,0,5
3,12,3,1,0,6
3,4,3,1,0,7
3,62,3,2,1,0
3,53,3,2,1,1
3,19,3,2,1,2
3,14,3,2,1,3
3,12,3,2,1,4
3,25,3,2,1,5
3,11,3,2,1,6
3,4,3,2,1,7
3,5,3,2,0,0
3,3,3,2,0,1
3,1,3,2,0,2
3,5,3,2,0,3
3,2,3,2,0,4
3,2,3,2,0,5
3,1,3,2,0,6
3,0,3,2,0,7
3,227,3,0,1,0
3,312,3,0,1,1
3,157,3,0,1,2
3,127,3,0,1,3
3,123,3,0,1,4
3,194,3,0,1,5
3,78,3,0,1,6
3,31,3,0,1,7
3,8,3,0,0,0
3,17,3,0,0,1
3,10,3,0,0,2
3,7,3,0,0,3
3,8,3,0,0,4
3,14,3,0,0,5
3,7,3,0,0,6
3,4,3,0,0,7
3,0,3,4,1,0
3,20,3,4,1,1
3,20,3,4,1,2
3,16,3,4,1,3
3,22,3,4,1,4
3,46,3,4,1,5
3,32,3,4,1,6
3,10,3,4,1,7
3,0,3,4,0,0
3,4,3,4,0,1
3,7,3,4,0,2
3,2,3,4,0,3
3,6,3,4,0,4
3,7,3,4,0,5
3,5,3,4,0,6
3,0,3,4,0,7
3,13,3,3,1,0
3,37,3,3,1,1
3,52,3,3,1,2
3,36,3,3,1,3
3,26,3,3,1,4
3,52,3,3,1,5
3,18,3,3,1,6
3,4,3,3,1,7
3,0,3,3,0,0
3,4,3,3,0,1
3,1,3,3,0,2
3,0,3,3,0,3
3,1,3,3,0,4
3,2,3,3,0,5
3,3,3,3,0,6
3,1,3,3,0,7
3,1135,4,1,1,0
3,1094,4,1,1,1
3,693,4,1,1,2
3,464,4,1,1,3
3,342,4,1,1,4
3,461,4,1,1,5
3,120,4,1,1,6
3,36,4,1,1,7
3,66,4,1,0,0
3,59,4,1,0,1
3,51,4,1,0,2
3,39,4,1,0,3
3,39,4,1,0,4
3,71,4,1,0,5
3,26,4,1,0,6
3,5,4,1,0,7
3,92,4,2,1,0
3,66,4,2,1,1
3,28,4,2,1,2
3,25,4,2,1,3
3,16,4,2,1,4
3,30,4,2,1,5
3,8,4,2,1,6
3,4,4,2,1,7
3,1,4,2,0,0
3,3,4,2,0,1
3,7,4,2,0,2
3,0,4,2,0,3
3,2,4,2,0,4
3,9,4,2,0,5
3,3,4,2,0,6
3,0,4,2,0,7
3,462,4,0,1,0
3,530,4,0,1,1
3,244,4,0,1,2
3,198,4,0,1,3
3,167,4,0,1,4
3,246,4,0,1,5
3,82,4,0,1,6
3,21,4,0,1,7
3,15,4,0,0,0
3,10,4,0,0,1
3,6,4,0,0,2
3,9,4,0,0,3
3,11,4,0,0,4
3,16,4,0,0,5
3,9,4,0,0,6
3,4,4,0,0,7
3,1,4,4,1,0
3,31,4,4,1,1
3,23,4,4,1,2
3,21,4,4,1,3
3,20,4,4,1,4
3,40,4,4,1,5
3,20,4,4,1,6
3,8,4,4,1,7
3,0,4,4,0,0
3,4,4,4,0,1
3,5,4,4,0,2
3,4,4,4,0,3
3,5,4,4,0,4
3,10,4,4,0,5
3,4,4,4,0,6
3,4,4,4,0,7
3,33,4,3,1,0
3,96,4,3,1,1
3,116,4,3,1,2
3,74,4,3,1,3
3,62,4,3,1,4
3,70,4,3,1,5
3,25,4,3,1,6
3,1,4,3,1,7
3,2,4,3,0,0
3,7,4,3,0,1
3,3,4,3,0,2
3,4,4,3,0,3
3,6,4,3,0,4
3,6,4,3,0,5
3,3,4,3,0,6
3,0,4,3,0,7
3,543,1,1,1,0
3,651,1,1,1,1
3,357,1,1,1,2
3,277,1,1,1,3
3,156,1,1,1,4
3,144,1,1,1,5
3,17,1,1,1,6
3,3,1,1,1,7
3,25,1,1,0,0
3,20,1,1,0,1
3,18,1,1,0,2
3,13,1,1,0,3
3,22,1,1,0,4
3,22,1,1,0,5
3,6,1,1,0,6
3,1,1,1,0,7
3,23,1,2,1,0
3,19,1,2,1,1
3,9,1,2,1,2
3,3,1,2,1,3
3,4,1,2,1,4
3,5,1,2,1,5
3,0,1,2,1,6
3,0,1,2,1,7
3,2,1,2,0,0
3,0,1,2,0,1
3,1,1,2,0,2
3,0,1,2,0,3
3,0,1,2,0,4
3,0,1,2,0,5
3,0,1,2,0,6
3,0,1,2,0,7
3,168,1,0,1,0
3,203,1,0,1,1
3,84,1,0,1,2
3,46,1,0,1,3
3,43,1,0,1,4
3,48,1,0,1,5
3,13,1,0,1,6
3,4,1,0,1,7
3,2,1,0,0,0
3,2,1,0,0,1
3,3,1,0,0,2
3,2,1,0,0,3
3,3,1,0,0,4
3,6,1,0,0,5
3,1,1,0,0,6
3,1,1,0,0,7
3,0,1,4,1,0
3,5,1,4,1,1
3,9,1,4,1,2
3,7,1,4,1,3
3,3,1,4,1,4
3,15,1,4,1,5
3,4,1,4,1,6
3,0,1,4,1,7
3,0,1,4,0,0
3,0,1,4,0,1
3,0,1,4,0,2
3,0,1,4,0,3
3,1,1,4,0,4
3,2,1,4,0,5
3,0,1,4,0,6
3,0,1,4,0,7
3,22,1,3,1,0
3,66,1,3,1,1
3,70,1,3,1,2
3,31,1,3,1,3
3,42,1,3,1,4
3,35,1,3,1,5
3,7,1,3,1,6
3,2,1,3,1,7
3,0,1,3,0,0
3,0,1,3,0,1
3,1,1,3,0,2
3,0,1,3,0,3
3,0,1,3,0,4
3,3,1,3,0,5
3,0,1,3,0,6
3,0,1,3,0,7
4,3000,5,1,1,0
4,2662,5,1,1,1
4,2204,5,1,1,2
4,2032,5,1,1,3
4,2038,5,1,1,4
4,4614,5,1,1,5
4,3319,5,1,1,6
4,2532,5,1,1,7
4,1064,5,1,0,0
4,789,5,1,0,1
4,590,5,1,0,2
4,500,5,1,0,3
4,617,5,1,0,4
4,1304,5,1,0,5
4,1144,5,1,0,6
4,972,5,1,0,7
4,1912,5,2,1,0
4,1555,5,2,1,1
4,459,5,2,1,2
4,367,5,2,1,3
4,466,5,2,1,4
4,959,5,2,1,5
4,580,5,2,1,6
4,261,5,2,1,7
4,533,5,2,0,0
4,435,5,2,0,1
4,121,5,2,0,2
4,139,5,2,0,3
4,179,5,2,0,4
4,497,5,2,0,5
4,197,5,2,0,6
4,67,5,2,0,7
4,1959,5,0,1,0
4,4243,5,0,1,1
4,3119,5,0,1,2
4,2943,5,0,1,3
4,3506,5,0,1,4
4,7778,5,0,1,5
4,5090,5,0,1,6
4,3516,5,0,1,7
4,353,5,0,0,0
4,884,5,0,0,1
4,766,5,0,0,2
4,933,5,0,0,3
4,1186,5,0,0,4
4,2655,5,0,0,5
4,1418,5,0,0,6
4,1020,5,0,0,7
4,35,5,4,1,0
4,1280,5,4,1,1
4,1330,5,4,1,2
4,1443,5,4,1,3
4,1906,5,4,1,4
4,4087,5,4,1,5
4,2750,5,4,1,6
4,2188,5,4,1,7
4,12,5,4,0,0
4,477,5,4,0,1
4,671,5,4,0,2
4,973,5,4,0,3
4,1352,5,4,0,4
4,2771,5,4,0,5
4,1601,5,4,0,6
4,952,5,4,0,7
4,62,5,3,1,0
4,413,5,3,1,1
4,763,5,3,1,2
4,681,5,3,1,3
4,521,5,3,1,4
4,948,5,3,1,5
4,608,5,3,1,6
4,300,5,3,1,7
4,23,5,3,0,0
4,112,5,3,0,1
4,147,5,3,0,2
4,143,5,3,0,3
4,139,5,3,0,4
4,176,5,3,0,5
4,110,5,3,0,6
4,69,5,3,0,7
4,1248,0,1,1,0
4,1322,0,1,1,1
4,977,0,1,1,2
4,764,0,1,1,3
4,759,0,1,1,4
4,1358,0,1,1,5
4,707,0,1,1,6
4,349,0,1,1,7
4,214,0,1,0,0
4,217,0,1,0,1
4,133,0,1,0,2
4,116,0,1,0,3
4,146,0,1,0,4
4,226,0,1,0,5
4,131,0,1,0,6
4,81,0,1,0,7
4,522,0,2,1,0
4,380,0,2,1,1
4,101,0,2,1,2
4,121,0,2,1,3
4,108,0,2,1,4
4,242,0,2,1,5
4,105,0,2,1,6
4,28,0,2,1,7
4,58,0,2,0,0
4,44,0,2,0,1
4,24,0,2,0,2
4,23,0,2,0,3
4,33,0,2,0,4
4,56,0,2,0,5
4,17,0,2,0,6
4,2,0,2,0,7
4,902,0,0,1,0
4,1643,0,0,1,1
4,941,0,0,1,2
4,748,0,0,1,3
4,799,0,0,1,4
4,1720,0,0,1,5
4,884,0,0,1,6
4,422,0,0,1,7
4,54,0,0,0,0
4,129,0,0,0,1
4,109,0,0,0,2
4,125,0,0,0,3
4,166,0,0,0,4
4,318,0,0,0,5
4,136,0,0,0,6
4,79,0,0,0,7
4,6,0,4,1,0
4,255,0,4,1,1
4,214,0,4,1,2
4,243,0,4,1,3
4,330,0,4,1,4
4,761,0,4,1,5
4,452,0,4,1,6
4,230,0,4,1,7
4,0,0,4,0,0
4,45,0,4,0,1
4,57,0,4,0,2
4,88,0,4,0,3
4,126,0,4,0,4
4,314,0,4,0,5
4,164,0,4,0,6
4,74,0,4,0,7
4,11,0,3,1,0
4,135,0,3,1,1
4,217,0,3,1,2
4,147,0,3,1,3
4,127,0,3,1,4
4,222,0,3,1,5
4,142,0,3,1,6
4,30,0,3,1,7
4,3,0,3,0,0
4,13,0,3,0,1
4,24,0,3,0,2
4,24,0,3,0,3
4,7,0,3,0,4
4,23,0,3,0,5
4,19,0,3,0,6
4,6,0,3,0,7
4,724,2,1,1,0
4,799,2,1,1,1
4,532,2,1,1,2
4,417,2,1,1,3
4,365,2,1,1,4
4,586,2,1,1,5
4,252,2,1,1,6
4,104,2,1,1,7
4,94,2,1,0,0
4,86,2,1,0,1
4,58,2,1,0,2
4,58,2,1,0,3
4,44,2,1,0,4
4,91,2,1,0,5
4,60,2,1,0,6
4,23,2,1,0,7
4,180,2,2,1,0
4,152,2,2,1,1
4,37,2,2,1,2
4,37,2,2,1,3
4,41,2,2,1,4
4,69,2,2,1,5
4,45,2,2,1,6
4,13,2,2,1,7
4,17,2,2,0,0
4,14,2,2,0,1
4,7,2,2,0,2
4,8,2,2,0,3
4,3,2,2,0,4
