KÃ˜N,ALDER1,UDDANNELSE,VARTILBAGE,TID,INDHOLD
0,3,3,1,3,9
0,3,3,1,4,17
0,3,3,1,5,8
0,3,3,1,6,5
0,3,3,1,7,13
0,3,3,1,8,11
0,3,3,1,9,9
0,3,3,1,10,15
0,3,3,1,11,23
0,3,3,1,12,18
0,3,3,0,0,5
0,3,3,0,1,10
0,3,3,0,2,16
0,3,3,0,3,12
0,3,3,0,4,12
0,3,3,0,5,11
0,3,3,0,6,8
0,3,3,0,7,7
0,3,3,0,8,14
0,3,3,0,9,11
0,3,3,0,10,18
0,3,3,0,11,10
0,3,3,0,12,25
0,4,1,3,0,637
0,4,1,3,1,651
0,4,1,3,2,618
0,4,1,3,3,648
0,4,1,3,4,617
0,4,1,3,5,557
0,4,1,3,6,564
0,4,1,3,7,565
0,4,1,3,8,486
0,4,1,3,9,481
0,4,1,3,10,478
0,4,1,3,11,445
0,4,1,3,12,551
0,4,1,2,0,87
0,4,1,2,1,106
0,4,1,2,2,112
0,4,1,2,3,111
0,4,1,2,4,117
0,4,1,2,5,103
0,4,1,2,6,104
0,4,1,2,7,94
0,4,1,2,8,74
0,4,1,2,9,79
0,4,1,2,10,102
0,4,1,2,11,105
0,4,1,2,12,133
0,4,1,1,0,60
0,4,1,1,1,37
0,4,1,1,2,74
0,4,1,1,3,71
0,4,1,1,4,70
0,4,1,1,5,64
0,4,1,1,6,65
0,4,1,1,7,54
0,4,1,1,8,57
0,4,1,1,9,54
0,4,1,1,10,42
0,4,1,1,11,80
0,4,1,1,12,71
0,4,1,0,0,60
0,4,1,0,1,99
0,4,1,0,2,96
0,4,1,0,3,79
0,4,1,0,4,85
0,4,1,0,5,74
0,4,1,0,6,87
0,4,1,0,7,78
0,4,1,0,8,72
0,4,1,0,9,64
0,4,1,0,10,68
0,4,1,0,11,78
0,4,1,0,12,112
0,4,2,3,0,189
0,4,2,3,1,199
0,4,2,3,2,204
0,4,2,3,3,226
0,4,2,3,4,179
0,4,2,3,5,193
0,4,2,3,6,176
0,4,2,3,7,168
0,4,2,3,8,160
0,4,2,3,9,129
0,4,2,3,10,148
0,4,2,3,11,158
0,4,2,3,12,175
0,4,2,2,0,14
0,4,2,2,1,14
0,4,2,2,2,17
0,4,2,2,3,10
0,4,2,2,4,17
0,4,2,2,5,14
0,4,2,2,6,15
0,4,2,2,7,13
0,4,2,2,8,11
0,4,2,2,9,18
0,4,2,2,10,10
0,4,2,2,11,16
0,4,2,2,12,15
0,4,2,1,0,12
0,4,2,1,1,9
0,4,2,1,2,12
0,4,2,1,3,9
0,4,2,1,4,10
0,4,2,1,5,12
0,4,2,1,6,15
0,4,2,1,7,7
0,4,2,1,8,10
0,4,2,1,9,8
0,4,2,1,10,10
0,4,2,1,11,6
0,4,2,1,12,9
0,4,2,0,0,12
0,4,2,0,1,14
0,4,2,0,2,19
0,4,2,0,3,15
0,4,2,0,4,15
0,4,2,0,5,17
0,4,2,0,6,15
0,4,2,0,7,10
0,4,2,0,8,18
0,4,2,0,9,16
0,4,2,0,10,19
0,4,2,0,11,12
0,4,2,0,12,12
0,4,0,3,0,1108
0,4,0,3,1,1220
0,4,0,3,2,1310
0,4,0,3,3,1269
0,4,0,3,4,1186
0,4,0,3,5,1184
0,4,0,3,6,1131
0,4,0,3,7,1040
0,4,0,3,8,1023
0,4,0,3,9,813
0,4,0,3,10,724
0,4,0,3,11,755
0,4,0,3,12,921
0,4,0,2,0,56
0,4,0,2,1,51
0,4,0,2,2,61
0,4,0,2,3,53
0,4,0,2,4,71
0,4,0,2,5,68
0,4,0,2,6,72
0,4,0,2,7,51
0,4,0,2,8,57
0,4,0,2,9,58
0,4,0,2,10,58
0,4,0,2,11,60
0,4,0,2,12,72
0,4,0,1,0,53
0,4,0,1,1,46
0,4,0,1,2,66
0,4,0,1,3,55
0,4,0,1,4,55
0,4,0,1,5,47
0,4,0,1,6,47
0,4,0,1,7,45
0,4,0,1,8,31
0,4,0,1,9,45
0,4,0,1,10,42
0,4,0,1,11,55
0,4,0,1,12,56
0,4,0,0,0,72
0,4,0,0,1,74
0,4,0,0,2,88
0,4,0,0,3,78
0,4,0,0,4,91
0,4,0,0,5,77
0,4,0,0,6,89
0,4,0,0,7,96
0,4,0,0,8,71
0,4,0,0,9,68
0,4,0,0,10,66
0,4,0,0,11,61
0,4,0,0,12,85
0,4,4,3,0,1171
0,4,4,3,1,1220
0,4,4,3,2,1446
0,4,4,3,3,1338
0,4,4,3,4,1352
0,4,4,3,5,1480
0,4,4,3,6,1383
0,4,4,3,7,1418
0,4,4,3,8,1296
0,4,4,3,9,1172
0,4,4,3,10,970
0,4,4,3,11,1016
0,4,4,3,12,1171
0,4,4,2,0,37
0,4,4,2,1,40
0,4,4,2,2,46
0,4,4,2,3,54
0,4,4,2,4,47
0,4,4,2,5,47
0,4,4,2,6,41
0,4,4,2,7,64
0,4,4,2,8,45
0,4,4,2,9,42
0,4,4,2,10,35
0,4,4,2,11,29
0,4,4,2,12,49
0,4,4,1,0,31
0,4,4,1,1,43
0,4,4,1,2,34
0,4,4,1,3,28
0,4,4,1,4,29
0,4,4,1,5,45
0,4,4,1,6,49
0,4,4,1,7,31
0,4,4,1,8,38
0,4,4,1,9,28
0,4,4,1,10,45
0,4,4,1,11,43
0,4,4,1,12,45
0,4,4,0,0,70
0,4,4,0,1,61
0,4,4,0,2,78
0,4,4,0,3,68
0,4,4,0,4,84
0,4,4,0,5,86
0,4,4,0,6,90
0,4,4,0,7,66
0,4,4,0,8,60
0,4,4,0,9,61
0,4,4,0,10,60
0,4,4,0,11,76
0,4,4,0,12,82
0,4,3,3,0,76
0,4,3,3,1,91
0,4,3,3,2,100
0,4,3,3,3,111
0,4,3,3,4,139
0,4,3,3,5,97
0,4,3,3,6,87
0,4,3,3,7,100
0,4,3,3,8,118
0,4,3,3,9,113
0,4,3,3,10,130
0,4,3,3,11,181
0,4,3,3,12,228
0,4,3,2,0,10
0,4,3,2,1,8
0,4,3,2,2,3
0,4,3,2,3,16
0,4,3,2,4,11
0,4,3,2,5,8
0,4,3,2,6,8
0,4,3,2,7,11
0,4,3,2,8,16
0,4,3,2,9,15
0,4,3,2,10,14
0,4,3,2,11,15
0,4,3,2,12,29
0,4,3,1,0,3
0,4,3,1,1,5
0,4,3,1,2,6
0,4,3,1,3,6
0,4,3,1,4,7
0,4,3,1,5,5
0,4,3,1,6,9
0,4,3,1,7,8
0,4,3,1,8,3
0,4,3,1,9,10
0,4,3,1,10,12
0,4,3,1,11,13
0,4,3,1,12,17
0,4,3,0,0,6
0,4,3,0,1,8
0,4,3,0,2,10
0,4,3,0,3,11
0,4,3,0,4,2
0,4,3,0,5,6
0,4,3,0,6,10
0,4,3,0,7,10
0,4,3,0,8,8
0,4,3,0,9,11
0,4,3,0,10,13
0,4,3,0,11,17
0,4,3,0,12,24
0,5,1,3,0,1326
0,5,1,3,1,1353
0,5,1,3,2,1292
0,5,1,3,3,1358
0,5,1,3,4,1304
0,5,1,3,5,1270
0,5,1,3,6,1387
0,5,1,3,7,1271
0,5,1,3,8,1184
0,5,1,3,9,1001
0,5,1,3,10,977
0,5,1,3,11,1044
0,5,1,3,12,1173
0,5,1,2,0,143
0,5,1,2,1,150
0,5,1,2,2,145
0,5,1,2,3,193
0,5,1,2,4,188
0,5,1,2,5,193
0,5,1,2,6,189
0,5,1,2,7,185
0,5,1,2,8,144
0,5,1,2,9,150
0,5,1,2,10,171
0,5,1,2,11,193
0,5,1,2,12,181
0,5,1,1,0,116
0,5,1,1,1,105
0,5,1,1,2,110
0,5,1,1,3,109
0,5,1,1,4,110
0,5,1,1,5,119
0,5,1,1,6,129
0,5,1,1,7,99
0,5,1,1,8,110
0,5,1,1,9,104
0,5,1,1,10,97
0,5,1,1,11,121
0,5,1,1,12,119
0,5,1,0,0,127
0,5,1,0,1,140
0,5,1,0,2,158
0,5,1,0,3,141
0,5,1,0,4,146
0,5,1,0,5,161
0,5,1,0,6,139
0,5,1,0,7,156
0,5,1,0,8,130
0,5,1,0,9,121
0,5,1,0,10,123
0,5,1,0,11,130
0,5,1,0,12,164
0,5,2,3,0,380
0,5,2,3,1,423
0,5,2,3,2,449
0,5,2,3,3,494
0,5,2,3,4,497
0,5,2,3,5,442
0,5,2,3,6,498
0,5,2,3,7,494
0,5,2,3,8,416
0,5,2,3,9,369
0,5,2,3,10,341
0,5,2,3,11,337
0,5,2,3,12,403
0,5,2,2,0,11
0,5,2,2,1,17
0,5,2,2,2,16
0,5,2,2,3,30
0,5,2,2,4,25
0,5,2,2,5,34
0,5,2,2,6,29
0,5,2,2,7,48
0,5,2,2,8,32
0,5,2,2,9,27
0,5,2,2,10,21
0,5,2,2,11,40
0,5,2,2,12,41
0,5,2,1,0,18
0,5,2,1,1,8
0,5,2,1,2,19
0,5,2,1,3,22
0,5,2,1,4,26
0,5,2,1,5,32
0,5,2,1,6,21
0,5,2,1,7,27
0,5,2,1,8,22
0,5,2,1,9,14
0,5,2,1,10,22
0,5,2,1,11,22
0,5,2,1,12,32
0,5,2,0,0,29
0,5,2,0,1,45
0,5,2,0,2,27
0,5,2,0,3,32
0,5,2,0,4,37
0,5,2,0,5,35
0,5,2,0,6,33
0,5,2,0,7,32
0,5,2,0,8,34
0,5,2,0,9,31
0,5,2,0,10,18
0,5,2,0,11,28
0,5,2,0,12,35
0,5,0,3,0,2279
0,5,0,3,1,2403
0,5,0,3,2,2754
0,5,0,3,3,2806
0,5,0,3,4,2655
0,5,0,3,5,2886
0,5,0,3,6,2783
0,5,0,3,7,2721
0,5,0,3,8,2606
0,5,0,3,9,2203
0,5,0,3,10,1911
0,5,0,3,11,2040
0,5,0,3,12,2379
0,5,0,2,0,103
0,5,0,2,1,105
0,5,0,2,2,136
0,5,0,2,3,135
0,5,0,2,4,118
0,5,0,2,5,143
0,5,0,2,6,156
0,5,0,2,7,131
0,5,0,2,8,111
0,5,0,2,9,106
0,5,0,2,10,110
0,5,0,2,11,123
0,5,0,2,12,129
0,5,0,1,0,77
0,5,0,1,1,96
0,5,0,1,2,95
0,5,0,1,3,130
0,5,0,1,4,117
0,5,0,1,5,114
0,5,0,1,6,124
0,5,0,1,7,124
0,5,0,1,8,113
0,5,0,1,9,98
0,5,0,1,10,95
0,5,0,1,11,102
0,5,0,1,12,144
0,5,0,0,0,138
0,5,0,0,1,142
0,5,0,0,2,154
0,5,0,0,3,160
0,5,0,0,4,195
0,5,0,0,5,176
0,5,0,0,6,198
0,5,0,0,7,185
0,5,0,0,8,165
0,5,0,0,9,153
0,5,0,0,10,134
0,5,0,0,11,173
0,5,0,0,12,170
0,5,4,3,0,2120
0,5,4,3,1,2304
0,5,4,3,2,2495
0,5,4,3,3,2730
0,5,4,3,4,2771
0,5,4,3,5,3042
0,5,4,3,6,3199
0,5,4,3,7,3339
0,5,4,3,8,3143
0,5,4,3,9,2799
0,5,4,3,10,2356
0,5,4,3,11,2662
0,5,4,3,12,3019
0,5,4,2,0,68
0,5,4,2,1,56
0,5,4,2,2,114
0,5,4,2,3,108
0,5,4,2,4,112
0,5,4,2,5,132
0,5,4,2,6,114
0,5,4,2,7,126
0,5,4,2,8,97
0,5,4,2,9,94
0,5,4,2,10,88
0,5,4,2,11,98
0,5,4,2,12,113
0,5,4,1,0,78
0,5,4,1,1,79
0,5,4,1,2,86
0,5,4,1,3,75
0,5,4,1,4,91
0,5,4,1,5,121
0,5,4,1,6,131
0,5,4,1,7,92
0,5,4,1,8,107
0,5,4,1,9,79
0,5,4,1,10,78
0,5,4,1,11,89
0,5,4,1,12,107
0,5,4,0,0,106
0,5,4,0,1,147
0,5,4,0,2,161
0,5,4,0,3,162
0,5,4,0,4,190
0,5,4,0,5,203
0,5,4,0,6,202
0,5,4,0,7,181
0,5,4,0,8,168
0,5,4,0,9,169
0,5,4,0,10,142
0,5,4,0,11,174
0,5,4,0,12,204
0,5,3,3,0,127
0,5,3,3,1,135
0,5,3,3,2,158
0,5,3,3,3,171
0,5,3,3,4,176
0,5,3,3,5,159
0,5,3,3,6,179
0,5,3,3,7,218
0,5,3,3,8,197
0,5,3,3,9,213
0,5,3,3,10,205
0,5,3,3,11,267
0,5,3,3,12,324
0,5,3,2,0,15
0,5,3,2,1,15
0,5,3,2,2,17
0,5,3,2,3,20
0,5,3,2,4,17
0,5,3,2,5,22
0,5,3,2,6,25
0,5,3,2,7,14
0,5,3,2,8,13
0,5,3,2,9,14
0,5,3,2,10,14
0,5,3,2,11,26
0,5,3,2,12,22
0,5,3,1,0,7
0,5,3,1,1,11
0,5,3,1,2,11
0,5,3,1,3,14
0,5,3,1,4,11
0,5,3,1,5,13
0,5,3,1,6,10
0,5,3,1,7,13
0,5,3,1,8,8
0,5,3,1,9,9
0,5,3,1,10,15
0,5,3,1,11,17
0,5,3,1,12,19
0,5,3,0,0,9
0,5,3,0,1,12
0,5,3,0,2,13
0,5,3,0,3,15
0,5,3,0,4,18
0,5,3,0,5,19
0,5,3,0,6,19
0,5,3,0,7,18
0,5,3,0,8,13
0,5,3,0,9,12
0,5,3,0,10,16
0,5,3,0,11,21
0,5,3,0,12,31
0,6,1,3,0,914
0,6,1,3,1,933
0,6,1,3,2,1039
0,6,1,3,3,1052
0,6,1,3,4,1144
0,6,1,3,5,1122
0,6,1,3,6,1196
0,6,1,3,7,1150
0,6,1,3,8,1108
0,6,1,3,9,990
0,6,1,3,10,897
0,6,1,3,11,959
0,6,1,3,12,1047
0,6,1,2,0,42
0,6,1,2,1,48
0,6,1,2,2,62
0,6,1,2,3,87
0,6,1,2,4,89
0,6,1,2,5,107
0,6,1,2,6,93
0,6,1,2,7,98
0,6,1,2,8,76
0,6,1,2,9,79
0,6,1,2,10,94
0,6,1,2,11,91
0,6,1,2,12,107
0,6,1,1,0,39
0,6,1,1,1,33
0,6,1,1,2,49
0,6,1,1,3,59
0,6,1,1,4,60
0,6,1,1,5,62
0,6,1,1,6,76
0,6,1,1,7,58
0,6,1,1,8,68
0,6,1,1,9,57
0,6,1,1,10,64
0,6,1,1,11,69
0,6,1,1,12,72
0,6,1,0,0,42
0,6,1,0,1,45
0,6,1,0,2,66
0,6,1,0,3,94
0,6,1,0,4,97
0,6,1,0,5,72
0,6,1,0,6,88
0,6,1,0,7,96
0,6,1,0,8,80
0,6,1,0,9,91
0,6,1,0,10,87
0,6,1,0,11,119
0,6,1,0,12,104
0,6,2,3,0,93
0,6,2,3,1,122
0,6,2,3,2,138
0,6,2,3,3,183
0,6,2,3,4,197
0,6,2,3,5,209
0,6,2,3,6,235
0,6,2,3,7,253
0,6,2,3,8,327
0,6,2,3,9,300
0,6,2,3,10,289
0,6,2,3,11,321
0,6,2,3,12,339
0,6,2,2,0,4
0,6,2,2,1,8
0,6,2,2,2,9
0,6,2,2,3,12
0,6,2,2,4,8
0,6,2,2,5,9
0,6,2,2,6,13
0,6,2,2,7,19
0,6,2,2,8,15
0,6,2,2,9,15
0,6,2,2,10,14
0,6,2,2,11,21
0,6,2,2,12,19
0,6,2,1,0,6
0,6,2,1,1,5
0,6,2,1,2,8
0,6,2,1,3,7
0,6,2,1,4,6
0,6,2,1,5,5
0,6,2,1,6,8
0,6,2,1,7,12
0,6,2,1,8,7
0,6,2,1,9,11
0,6,2,1,10,8
0,6,2,1,11,17
0,6,2,1,12,17
0,6,2,0,0,6
0,6,2,0,1,7
0,6,2,0,2,10
0,6,2,0,3,8
0,6,2,0,4,11
0,6,2,0,5,12
0,6,2,0,6,13
0,6,2,0,7,17
0,6,2,0,8,18
0,6,2,0,9,15
0,6,2,0,10,20
0,6,2,0,11,22
0,6,2,0,12,32
0,6,0,3,0,1090
0,6,0,3,1,1033
0,6,0,3,2,1217
0,6,0,3,3,1349
0,6,0,3,4,1418
0,6,0,3,5,1717
0,6,0,3,6,1774
0,6,0,3,7,1795
0,6,0,3,8,1906
0,6,0,3,9,1895
0,6,0,3,10,1744
0,6,0,3,11,1873
0,6,0,3,12,2170
0,6,0,2,0,26
0,6,0,2,1,37
0,6,0,2,2,47
0,6,0,2,3,52
0,6,0,2,4,44
0,6,0,2,5,61
0,6,0,2,6,94
0,6,0,2,7,68
0,6,0,2,8,80
0,6,0,2,9,83
0,6,0,2,10,91
0,6,0,2,11,81
0,6,0,2,12,105
0,6,0,1,0,28
0,6,0,1,1,43
0,6,0,1,2,40
0,6,0,1,3,50
0,6,0,1,4,61
0,6,0,1,5,53
0,6,0,1,6,71
0,6,0,1,7,58
0,6,0,1,8,71
0,6,0,1,9,74
0,6,0,1,10,76
0,6,0,1,11,58
0,6,0,1,12,93
0,6,0,0,0,50
0,6,0,0,1,43
0,6,0,0,2,63
0,6,0,0,3,79
0,6,0,0,4,81
0,6,0,0,5,109
0,6,0,0,6,112
0,6,0,0,7,114
0,6,0,0,8,101
0,6,0,0,9,108
0,6,0,0,10,111
0,6,0,0,11,111
0,6,0,0,12,125
0,6,4,3,0,1176
0,6,4,3,1,1370
0,6,4,3,2,1541
0,6,4,3,3,1704
0,6,4,3,4,1601
0,6,4,3,5,1926
0,6,4,3,6,2015
0,6,4,3,7,2120
0,6,4,3,8,2129
0,6,4,3,9,2087
0,6,4,3,10,1794
0,6,4,3,11,1975
0,6,4,3,12,2197
0,6,4,2,0,31
0,6,4,2,1,42
0,6,4,2,2,54
0,6,4,2,3,58
0,6,4,2,4,60
0,6,4,2,5,68
0,6,4,2,6,78
0,6,4,2,7,71
0,6,4,2,8,78
0,6,4,2,9,61
0,6,4,2,10,70
0,6,4,2,11,69
0,6,4,2,12,86
0,6,4,1,0,35
0,6,4,1,1,42
0,6,4,1,2,44
0,6,4,1,3,51
0,6,4,1,4,51
0,6,4,1,5,57
0,6,4,1,6,76
0,6,4,1,7,71
0,6,4,1,8,66
0,6,4,1,9,68
0,6,4,1,10,52
0,6,4,1,11,74
0,6,4,1,12,98
0,6,4,0,0,51
0,6,4,0,1,65
0,6,4,0,2,74
0,6,4,0,3,78
0,6,4,0,4,85
0,6,4,0,5,85
0,6,4,0,6,108
0,6,4,0,7,98
0,6,4,0,8,100
0,6,4,0,9,105
0,6,4,0,10,111
0,6,4,0,11,99
0,6,4,0,12,151
0,6,3,3,0,72
0,6,3,3,1,103
0,6,3,3,2,94
0,6,3,3,3,114
0,6,3,3,4,110
0,6,3,3,5,121
0,6,3,3,6,129
0,6,3,3,7,130
0,6,3,3,8,180
0,6,3,3,9,121
0,6,3,3,10,125
0,6,3,3,11,158
0,6,3,3,12,193
0,6,3,2,0,2
0,6,3,2,1,6
0,6,3,2,2,5
0,6,3,2,3,10
0,6,3,2,4,9
0,6,3,2,5,15
0,6,3,2,6,16
0,6,3,2,7,15
0,6,3,2,8,9
0,6,3,2,9,6
0,6,3,2,10,12
0,6,3,2,11,10
0,6,3,2,12,23
0,6,3,1,0,7
0,6,3,1,1,4
0,6,3,1,2,14
0,6,3,1,3,11
0,6,3,1,4,7
0,6,3,1,5,6
0,6,3,1,6,10
0,6,3,1,7,9
0,6,3,1,8,7
0,6,3,1,9,7
0,6,3,1,10,7
0,6,3,1,11,9
0,6,3,1,12,11
0,6,3,0,0,6
0,6,3,0,1,7
0,6,3,0,2,9
0,6,3,0,3,7
0,6,3,0,4,12
0,6,3,0,5,12
0,6,3,0,6,7
0,6,3,0,7,16
0,6,3,0,8,12
0,6,3,0,9,13
0,6,3,0,10,8
0,6,3,0,11,9
0,6,3,0,12,12
0,7,1,3,0,879
0,7,1,3,1,889
0,7,1,3,2,1015
0,7,1,3,3,1031
0,7,1,3,4,972
0,7,1,3,5,1016
0,7,1,3,6,1088
0,7,1,3,7,1018
0,7,1,3,8,1075
0,7,1,3,9,1069
0,7,1,3,10,1027
0,7,1,3,11,1119
0,7,1,3,12,1149
0,7,1,2,0,34
0,7,1,2,1,33
0,7,1,2,2,43
0,7,1,2,3,50
0,7,1,2,4,42
0,7,1,2,5,47
0,7,1,2,6,38
0,7,1,2,7,39
0,7,1,2,8,34
0,7,1,2,9,30
0,7,1,2,10,43
0,7,1,2,11,39
0,7,1,2,12,57
0,7,1,1,0,24
0,7,1,1,1,32
0,7,1,1,2,29
0,7,1,1,3,25
0,7,1,1,4,29
0,7,1,1,5,29
0,7,1,1,6,37
0,7,1,1,7,30
0,7,1,1,8,36
0,7,1,1,9,29
0,7,1,1,10,34
0,7,1,1,11,30
0,7,1,1,12,50
0,7,1,0,0,37
0,7,1,0,1,52
0,7,1,0,2,48
0,7,1,0,3,39
0,7,1,0,4,44
0,7,1,0,5,39
0,7,1,0,6,56
0,7,1,0,7,50
0,7,1,0,8,55
0,7,1,0,9,43
0,7,1,0,10,56
0,7,1,0,11,57
0,7,1,0,12,52
0,7,2,3,0,57
0,7,2,3,1,39
0,7,2,3,2,66
0,7,2,3,3,65
0,7,2,3,4,67
0,7,2,3,5,90
0,7,2,3,6,88
0,7,2,3,7,86
0,7,2,3,8,118
0,7,2,3,9,98
0,7,2,3,10,102
0,7,2,3,11,118
0,7,2,3,12,126
0,7,2,2,0,0
0,7,2,2,1,1
0,7,2,2,2,1
0,7,2,2,3,6
0,7,2,2,4,0
0,7,2,2,5,9
0,7,2,2,6,5
0,7,2,2,7,2
0,7,2,2,8,2
0,7,2,2,9,5
0,7,2,2,10,5
0,7,2,2,11,5
0,7,2,2,12,11
0,7,2,1,0,1
0,7,2,1,1,0
0,7,2,1,2,0
0,7,2,1,3,1
0,7,2,1,4,1
0,7,2,1,5,4
0,7,2,1,6,1
0,7,2,1,7,4
0,7,2,1,8,4
0,7,2,1,9,3
0,7,2,1,10,5
0,7,2,1,11,2
0,7,2,1,12,2
0,7,2,0,0,0
0,7,2,0,1,1
0,7,2,0,2,2
0,7,2,0,3,2
0,7,2,0,4,2
0,7,2,0,5,0
0,7,2,0,6,4
0,7,2,0,7,5
0,7,2,0,8,5
0,7,2,0,9,4
0,7,2,0,10,2
0,7,2,0,11,6
0,7,2,0,12,9
0,7,0,3,0,755
0,7,0,3,1,794
0,7,0,3,2,994
0,7,0,3,3,952
0,7,0,3,4,1020
0,7,0,3,5,1261
0,7,0,3,6,1130
0,7,0,3,7,1071
0,7,0,3,8,1162
0,7,0,3,9,1139
0,7,0,3,10,1105
0,7,0,3,11,1268
0,7,0,3,12,1424
0,7,0,2,0,22
0,7,0,2,1,31
0,7,0,2,2,17
0,7,0,2,3,34
0,7,0,2,4,23
0,7,0,2,5,38
0,7,0,2,6,22
0,7,0,2,7,33
0,7,0,2,8,23
0,7,0,2,9,40
0,7,0,2,10,35
0,7,0,2,11,42
0,7,0,2,12,39
0,7,0,1,0,11
0,7,0,1,1,16
0,7,0,1,2,27
0,7,0,1,3,20
0,7,0,1,4,29
0,7,0,1,5,25
0,7,0,1,6,35
0,7,0,1,7,24
0,7,0,1,8,26
0,7,0,1,9,18
0,7,0,1,10,27
0,7,0,1,11,29
0,7,0,1,12,34
0,7,0,0,0,20
0,7,0,0,1,36
0,7,0,0,2,36
0,7,0,0,3,43
0,7,0,0,4,51
0,7,0,0,5,41
0,7,0,0,6,51
0,7,0,0,7,37
0,7,0,0,8,48
0,7,0,0,9,38
0,7,0,0,10,48
0,7,0,0,11,48
0,7,0,0,12,60
0,7,4,3,0,621
0,7,4,3,1,709
0,7,4,3,2,823
0,7,4,3,3,964
0,7,4,3,4,952
0,7,4,3,5,1092
0,7,4,3,6,1206
0,7,4,3,7,1259
0,7,4,3,8,1369
0,7,4,3,9,1299
0,7,4,3,10,1220
0,7,4,3,11,1403
0,7,4,3,12,1575
0,7,4,2,0,17
0,7,4,2,1,14
0,7,4,2,2,5
0,7,4,2,3,27
0,7,4,2,4,25
0,7,4,2,5,32
0,7,4,2,6,28
0,7,4,2,7,30
0,7,4,2,8,28
0,7,4,2,9,23
0,7,4,2,10,24
0,7,4,2,11,29
0,7,4,2,12,44
0,7,4,1,0,10
0,7,4,1,1,13
0,7,4,1,2,23
0,7,4,1,3,21
0,7,4,1,4,23
0,7,4,1,5,23
0,7,4,1,6,37
0,7,4,1,7,34
0,7,4,1,8,25
0,7,4,1,9,24
0,7,4,1,10,23
0,7,4,1,11,40
0,7,4,1,12,47
0,7,4,0,0,29
0,7,4,0,1,20
0,7,4,0,2,33
0,7,4,0,3,39
0,7,4,0,4,41
0,7,4,0,5,45
0,7,4,0,6,64
0,7,4,0,7,48
0,7,4,0,8,40
0,7,4,0,9,40
0,7,4,0,10,47
0,7,4,0,11,59
0,7,4,0,12,75
0,7,3,3,0,58
0,7,3,3,1,65
0,7,3,3,2,69
0,7,3,3,3,79
0,7,3,3,4,69
0,7,3,3,5,84
0,7,3,3,6,68
0,7,3,3,7,90
0,7,3,3,8,68
0,7,3,3,9,85
0,7,3,3,10,94
0,7,3,3,11,113
0,7,3,3,12,112
0,7,3,2,0,1
0,7,3,2,1,3
0,7,3,2,2,2
0,7,3,2,3,4
0,7,3,2,4,4
0,7,3,2,5,4
0,7,3,2,6,7
0,7,3,2,7,4
0,7,3,2,8,5
0,7,3,2,9,5
0,7,3,2,10,5
0,7,3,2,11,4
0,7,3,2,12,7
0,7,3,1,0,2
0,7,3,1,1,8
0,7,3,1,2,0
0,7,3,1,3,4
0,7,3,1,4,2
0,7,3,1,5,2
0,7,3,1,6,7
0,7,3,1,7,3
0,7,3,1,8,3
0,7,3,1,9,6
0,7,3,1,10,5
0,7,3,1,11,8
0,7,3,1,12,2
0,7,3,0,0,2
0,7,3,0,1,2
0,7,3,0,2,4
0,7,3,0,3,4
0,7,3,0,4,2
0,7,3,0,5,2
0,7,3,0,6,5
0,7,3,0,7,2
0,7,3,0,8,3
0,7,3,0,9,2
0,7,3,0,10,4
0,7,3,0,11,9
0,7,3,0,12,8
